prospect_id,prospect_candidate_code,prospect_candidate_status,prospect_application_date
4264,24951,Encaminhado ao Requisitante,01-03-2021
4264,24503,Encaminhado ao Requisitante,18-02-2021
4264,24398,Encaminhado ao Requisitante,16-02-2021
4266,24485,Encaminhado ao Requisitante,18-02-2021
4266,24360,Encaminhado ao Requisitante,16-02-2021
4266,24359,Encaminhado ao Requisitante,16-02-2021
4266,12517,Prospect,17-02-2021
4267,24344,Contratado pela Decision,15-02-2021
4268,24490,Desistiu,18-02-2021
4268,11466,Encaminhado ao Requisitante,17-02-2021
4268,24289,Encaminhado ao Requisitante,17-02-2021
4269,26091,Prospect,13-04-2021
4269,26090,Prospect,13-04-2021
4269,23119,Encaminhado ao Requisitante,13-04-2021
4269,26093,Contratado pela Decision,13-04-2021
427,15222,Prospect,15-05-2019
4270,1962,Não Aprovado pelo RH,17-03-2021
4270,11232,Prospect,10-03-2021
4270,18264,Prospect,17-03-2021
4270,20836,Prospect,18-03-2021
4270,24660,Não Aprovado pelo RH,10-03-2021
4270,24391,Prospect,26-02-2021
4270,24923,Prospect,10-03-2021
4270,25327,Prospect,15-03-2021
4270,25387,Não Aprovado pelo RH,17-03-2021
4270,25388,Prospect,17-03-2021
4270,25390,Prospect,18-03-2021
4270,25459,Prospect,19-03-2021
4270,24661,Inscrito,23-02-2021
4271,25084,Encaminhado ao Requisitante,11-03-2021
4271,25083,Prospect,11-03-2021
4271,24924,Prospect,01-03-2021
4271,24923,Prospect,01-03-2021
4271,24918,Prospect,01-03-2021
4271,22996,Prospect,01-03-2021
4272,24520,Não Aprovado pelo RH,19-02-2021
4272,24718,Prospect,24-02-2021
4272,24582,Encaminhado ao Requisitante,26-02-2021
4273,24711,Desistiu,24-02-2021
4273,24716,Não Aprovado pelo Requisitante,24-02-2021
4273,24720,Não Aprovado pelo Requisitante,03-03-2021
4273,24724,Prospect,24-02-2021
4273,24728,Não Aprovado pelo Requisitante,24-02-2021
4273,24714,Não Aprovado pelo Requisitante,24-02-2021
4273,26176,Entrevista Técnica,16-04-2021
4273,26273,Desistiu,23-04-2021
4273,26275,Desistiu,23-04-2021
4273,25821,Não Aprovado pelo RH,30-03-2021
4275,24845,Encaminhado ao Requisitante,26-02-2021
4275,20083,Encaminhado ao Requisitante,01-03-2021
4276,25953,Inscrito,06-04-2021
4276,25830,Inscrito,31-03-2021
4276,25821,Inscrito,30-03-2021
4276,24846,Contratado pela Decision,26-02-2021
4277,25355,Encaminhado ao Requisitante,16-03-2021
4278,24728,Encaminhado ao Requisitante,03-03-2021
4278,24801,Encaminhado ao Requisitante,03-03-2021
4279,2270,Encaminhado ao Requisitante,22-02-2021
4279,14215,Encaminhado ao Requisitante,18-02-2021
428,14592,Prospect,29-03-2019
4280,26162,Desistiu,19-04-2021
4280,26161,Entrevista Técnica,16-04-2021
4280,26160,Entrevista Técnica,16-04-2021
4280,26159,Desistiu,19-04-2021
4280,25821,Não Aprovado pelo RH,30-03-2021
4280,25198,Prospect,10-03-2021
4280,25171,Não Aprovado pelo Cliente,10-03-2021
4280,25162,Encaminhado ao Requisitante,09-03-2021
4280,24865,Não Aprovado pelo Cliente,11-03-2021
4280,24509,Prospect,09-03-2021
4281,24716,Não Aprovado pelo RH,24-02-2021
4281,24548,Encaminhado ao Requisitante,19-02-2021
4281,24524,Encaminhado ao Requisitante,19-02-2021
4284,23552,Prospect,16-02-2021
4284,23855,Encaminhado ao Requisitante,16-02-2021
4284,23871,Prospect,16-02-2021
4284,24170,Prospect,16-02-2021
4284,24403,Prospect,17-02-2021
4284,24421,Prospect,17-02-2021
4284,24416,Prospect,17-02-2021
4284,24418,Prospect,17-02-2021
4284,24419,Encaminhado ao Requisitante,17-02-2021
4284,24422,Prospect,17-02-2021
4284,24404,Prospect,17-02-2021
4287,24413,Encaminhado ao Requisitante,17-02-2021
4287,23267,Encaminhado ao Requisitante,17-02-2021
4288,14148,Encaminhado ao Requisitante,19-02-2021
4288,18193,Encaminhado ao Requisitante,17-02-2021
4289,24320,Encaminhado ao Requisitante,16-02-2021
4289,24478,Encaminhado ao Requisitante,18-02-2021
4289,24374,Encaminhado ao Requisitante,16-02-2021
4289,24284,Encaminhado ao Requisitante,18-02-2021
4290,24618,Contratado pela Decision,22-02-2021
4290,24490,Prospect,18-02-2021
4290,11466,Não Aprovado pelo RH,17-02-2021
4291,22731,Prospect,17-02-2021
4291,24372,Inscrito,18-02-2021
4291,24460,Prospect,17-02-2021
4291,24516,Encaminhado ao Requisitante,18-02-2021
4291,24559,Contratado pela Decision,19-02-2021
4292,25894,Não Aprovado pelo Cliente,01-04-2021
4292,22820,Prospect,17-02-2021
4292,19348,Prospect,17-02-2021
4293,24526,Prospect,19-02-2021
4293,24515,Prospect,18-02-2021
4293,24514,Prospect,18-02-2021
4293,24525,Prospect,19-02-2021
4293,24510,Prospect,18-02-2021
4293,25008,Aprovado,03-03-2021
4293,24533,Não Aprovado pelo Cliente,19-02-2021
4293,24513,Prospect,18-02-2021
4293,24535,Prospect,19-02-2021
4293,24528,Prospect,19-02-2021
4293,24537,Não Aprovado pelo Cliente,19-02-2021
4293,24536,Prospect,19-02-2021
4293,24615,Contratado pela Decision,22-02-2021
4293,24617,Contratado pela Decision,22-02-2021
4293,24754,Desistiu,24-02-2021
4293,25038,Prospect,03-03-2021
4293,25041,Encaminhado ao Requisitante,03-03-2021
4293,25043,Encaminhado ao Requisitante,03-03-2021
4295,1687,Encaminhado ao Requisitante,17-02-2021
4296,24616,Não Aprovado pelo RH,22-02-2021
4296,24620,Não Aprovado pelo RH,22-02-2021
4296,24625,Não Aprovado pelo RH,22-02-2021
4296,24630,Não Aprovado pelo RH,22-02-2021
4296,24612,Não Aprovado pelo RH,22-02-2021
4296,24639,Prospect,22-02-2021
4296,24670,Não Aprovado pelo RH,23-02-2021
4296,24672,Não Aprovado pelo RH,23-02-2021
4296,24827,Não Aprovado pelo Cliente,25-02-2021
4296,24691,Não Aprovado pelo RH,23-02-2021
4296,24693,Não Aprovado pelo RH,23-02-2021
4296,24814,Não Aprovado pelo RH,25-02-2021
4296,24828,Prospect,25-02-2021
4296,24836,Encaminhado ao Requisitante,25-02-2021
4296,24848,Não Aprovado pelo RH,26-02-2021
4296,24863,Prospect,26-02-2021
4296,24610,Não Aprovado pelo RH,22-02-2021
4296,24673,Não Aprovado pelo Requisitante,23-02-2021
4296,24607,Não Aprovado pelo RH,22-02-2021
4296,24604,Não Aprovado pelo RH,22-02-2021
4296,24547,Prospect,19-02-2021
4296,24546,Prospect,19-02-2021
4296,24545,Não Aprovado pelo RH,19-02-2021
4296,24544,Não Aprovado pelo RH,19-02-2021
4296,24523,Prospect,19-02-2021
4297,24610,Prospect,23-02-2021
4297,24619,Não Aprovado pelo RH,22-02-2021
4297,24611,Prospect,22-02-2021
4297,24609,Prospect,22-02-2021
4297,24608,Não Aprovado pelo RH,22-02-2021
4297,24603,Prospect,22-02-2021
4297,24605,Prospect,22-02-2021
4297,24620,Prospect,23-02-2021
4297,24232,Prospect,22-02-2021
4297,20146,Não Aprovado pelo Requisitante,24-02-2021
4297,24606,Prospect,22-02-2021
4297,24623,Não Aprovado pelo RH,22-02-2021
4297,24622,Não Aprovado pelo RH,22-02-2021
4297,24799,Prospect,24-02-2021
4297,25938,Prospect,06-04-2021
4297,24807,Encaminhado ao Requisitante,25-02-2021
4297,24624,Não Aprovado pelo RH,22-02-2021
4297,24792,Prospect,24-02-2021
4297,24790,Não Aprovado pelo RH,24-02-2021
4297,24745,Prospect,24-02-2021
4297,24789,Prospect,24-02-2021
4297,24710,Prospect,23-02-2021
4297,24704,Prospect,23-02-2021
4297,24692,Não Aprovado pelo RH,23-02-2021
4297,24674,Prospect,23-02-2021
4298,24482,Encaminhado ao Requisitante,18-02-2021
4298,19677,Encaminhado ao Requisitante,17-02-2021
4298,14039,Não Aprovado pelo RH,19-02-2021
4298,24552,Não Aprovado pelo RH,19-02-2021
4298,24551,Prospect,19-02-2021
4298,24445,Contratado pela Decision,17-02-2021
4298,24461,Prospect,17-02-2021
43,12699,Encaminhado ao Requisitante,18-12-2018
43,12696,Encaminhado ao Requisitante,18-12-2018
4300,24764,Prospect,24-02-2021
4300,24760,Prospect,24-02-2021
4300,24759,Prospect,24-02-2021
4300,24765,Prospect,24-02-2021
4300,22594,Encaminhado ao Requisitante,18-02-2021
4300,24775,Prospect,24-02-2021
4300,24785,Prospect,24-02-2021
4300,20083,Prospect,18-02-2021
4300,24773,Prospect,24-02-2021
4300,23633,Prospect,24-02-2021
4301,11232,Desistiu,19-02-2021
4301,14098,Encaminhado ao Requisitante,19-02-2021
4302,14039,Encaminhado ao Requisitante,19-02-2021
4302,22935,Encaminhado ao Requisitante,18-02-2021
4302,17306,Encaminhado ao Requisitante,18-02-2021
4302,17723,Encaminhado ao Requisitante,18-02-2021
4303,24560,Contratado pela Decision,19-02-2021
4304,23437,Encaminhado ao Requisitante,19-02-2021
4304,15389,Encaminhado ao Requisitante,18-02-2021
4304,2316,Prospect,18-02-2021
4304,24497,Encaminhado ao Requisitante,18-02-2021
4305,8749,Prospect,06-04-2021
4305,8750,Prospect,13-07-2021
4305,12725,Inscrito,13-04-2021
4305,12769,Prospect,13-07-2021
4305,12959,Não Aprovado pelo Cliente,19-02-2021
4305,13296,Prospect,13-07-2021
4305,14709,Prospect,14-07-2021
4305,18864,Não Aprovado pelo Cliente,21-02-2021
4305,19348,Não Aprovado pelo Cliente,07-04-2021
4305,21558,Inscrito,19-04-2021
4305,22820,Prospect,15-07-2021
4305,27660,Inscrito,23-06-2021
4305,14771,Prospect,13-07-2021
4305,17608,Não Aprovado pelo Cliente,19-02-2021
4306,24552,Encaminhado ao Requisitante,19-02-2021
4306,24551,Encaminhado ao Requisitante,19-02-2021
4306,14039,Encaminhado ao Requisitante,19-02-2021
4307,6910,Encaminhado ao Requisitante,25-02-2021
4307,13303,Não Aprovado pelo RH,19-02-2021
4307,24907,Contratado pela Decision,26-02-2021
4307,24678,Encaminhado ao Requisitante,23-02-2021
4307,726,Encaminhado ao Requisitante,19-02-2021
4308,24734,Encaminhado ao Requisitante,24-02-2021
4308,24705,Encaminhado ao Requisitante,24-02-2021
4309,24726,Encaminhado ao Requisitante,24-02-2021
4309,24725,Encaminhado ao Requisitante,24-02-2021
4309,24713,Encaminhado ao Requisitante,24-02-2021
4310,24594,Prospect,22-02-2021
4310,24285,Encaminhado ao Requisitante,22-02-2021
4310,24727,Encaminhado ao Requisitante,24-02-2021
4310,24717,Encaminhado ao Requisitante,24-02-2021
4310,24595,Encaminhado ao Requisitante,22-02-2021
4311,24762,Encaminhado ao Requisitante,24-02-2021
4312,24868,Encaminhado ao Requisitante,03-03-2021
4312,24096,Prospect,22-02-2021
4312,23394,Prospect,22-02-2021
4313,24952,Não Aprovado pelo Cliente,01-03-2021
4313,24867,Não Aprovado pelo Cliente,26-02-2021
4313,24655,Não Aprovado pelo Cliente,23-02-2021
4313,23118,Não Aprovado pelo Cliente,20-04-2021
4314,15389,Encaminhado ao Requisitante,22-02-2021
4314,99,Encaminhado ao Requisitante,22-02-2021
4314,23437,Encaminhado ao Requisitante,22-02-2021
4316,25373,Não Aprovado pelo Cliente,17-03-2021
4316,25808,Prospect,30-03-2021
4316,22255,Prospect,23-02-2021
4316,23018,Prospect,22-02-2021
4316,24645,Prospect,22-02-2021
4316,24646,Prospect,22-02-2021
4316,24647,Prospect,22-02-2021
4316,3096,Prospect,22-02-2021
4316,24657,Prospect,23-02-2021
4316,25191,Prospect,10-03-2021
4316,24648,Prospect,22-02-2021
4316,25339,Prospect,16-03-2021
4316,24872,Não Aprovado pelo Cliente,26-02-2021
4316,24659,Prospect,23-02-2021
4316,25190,Prospect,10-03-2021
4319,25013,Prospect,03-03-2021
4319,25001,Encaminhado ao Requisitante,02-03-2021
4319,24849,Prospect,26-02-2021
4319,24767,Não Aprovado pelo RH,24-02-2021
4319,24761,Prospect,24-02-2021
4319,24748,Não Aprovado pelo RH,24-02-2021
4319,22136,Não Aprovado pelo RH,24-02-2021
4319,15980,Encaminhado ao Requisitante,24-02-2021
4319,24816,Prospect,25-02-2021
4320,16060,Encaminhado ao Requisitante,26-02-2021
4320,24999,Encaminhado ao Requisitante,02-03-2021
4320,25040,Encaminhado ao Requisitante,03-03-2021
4321,2545,Contratado pela Decision,22-02-2021
4321,11466,Encaminhado ao Requisitante,22-02-2021
4321,24490,Encaminhado ao Requisitante,22-02-2021
4322,24289,Encaminhado ao Requisitante,23-02-2021
4322,24485,Encaminhado ao Requisitante,23-02-2021
4322,24290,Encaminhado ao Requisitante,22-02-2021
4323,26825,Aprovado,20-05-2021
4323,26821,Contratado pela Decision,20-05-2021
4323,26767,Encaminhado ao Requisitante,18-05-2021
4323,26033,Contratado pela Decision,09-04-2021
4323,26020,Não Aprovado pelo Cliente,09-04-2021
4323,25063,Não Aprovado pelo Cliente,05-03-2021
4323,22325,Desistiu,04-03-2021
4323,21945,Contratado pela Decision,22-02-2021
4325,25165,Prospect,10-03-2021
4325,25812,Encaminhado ao Requisitante,30-03-2021
4326,26497,Contratado pela Decision,06-05-2021
4326,25916,Encaminhado ao Requisitante,05-04-2021
4326,25095,Contratado pela Decision,08-03-2021
4326,25012,Não Aprovado pelo Cliente,03-03-2021
4326,23449,Desistiu,22-02-2021
4326,15210,Prospect,22-07-2021
4326,27526,Encaminhado ao Requisitante,18-06-2021
4327,24675,Encaminhado ao Requisitante,23-02-2021
4328,24640,Encaminhado ao Requisitante,22-02-2021
4328,24642,Encaminhado ao Requisitante,22-02-2021
4328,24654,Inscrito,22-02-2021
4328,24644,Encaminhado ao Requisitante,22-02-2021
4329,25333,Encaminhado ao Requisitante,16-03-2021
4329,25283,Inscrito,13-03-2021
4329,25208,Encaminhado ao Requisitante,11-03-2021
4329,24747,Não Aprovado pelo Requisitante,24-02-2021
4329,24735,Não Aprovado pelo Cliente,24-02-2021
4329,23371,Não Aprovado pelo Requisitante,24-02-2021
4329,24666,Não Aprovado pelo Cliente,23-02-2021
4329,7565,Não Aprovado pelo Cliente,24-02-2021
433,14511,Inscrito,18-03-2019
433,14558,Inscrito,18-03-2019
433,12563,Inscrito,18-03-2019
4330,23882,Encaminhado ao Requisitante,24-02-2021
4330,23881,Encaminhado ao Requisitante,24-02-2021
4331,23380,Encaminhado ao Requisitante,24-02-2021
4331,22516,Encaminhado ao Requisitante,25-02-2021
4332,24721,Aprovado,23-02-2021
4333,24689,Encaminhado ao Requisitante,23-02-2021
4333,24688,Encaminhado ao Requisitante,23-02-2021
4333,24686,Encaminhado ao Requisitante,23-02-2021
4334,24661,Prospect,24-02-2021
4334,24660,Encaminhado ao Requisitante,23-02-2021
4334,24881,Prospect,26-02-2021
4334,24880,Prospect,26-02-2021
4336,24376,Desistiu,24-02-2021
4336,23751,Contratado pela Decision,24-02-2021
4336,24776,Encaminhado ao Requisitante,24-02-2021
4337,24822,Contratado pela Decision,25-02-2021
4337,24819,Contratado pela Decision,25-02-2021
4338,16087,Prospect,02-03-2021
4338,19656,Encaminhado ao Requisitante,05-03-2021
4338,25102,Inscrito,06-03-2021
4338,24873,Prospect,26-02-2021
4339,22689,Contratado pela Decision,25-02-2021
4339,12504,Encaminhado ao Requisitante,24-02-2021
4339,24289,Encaminhado ao Requisitante,01-03-2021
4340,12959,Encaminhado ao Requisitante,24-02-2021
4340,24791,Encaminhado ao Requisitante,24-02-2021
4340,24766,Encaminhado ao Requisitante,24-02-2021
4340,16747,Encaminhado ao Requisitante,24-02-2021
4340,15038,Encaminhado ao Requisitante,24-02-2021
4341,12801,Não Aprovado pelo RH,01-03-2021
4341,11130,Não Aprovado pelo RH,01-03-2021
4341,6989,Prospect,01-03-2021
4341,14718,Não Aprovado pelo RH,01-03-2021
4341,15892,Não Aprovado pelo RH,02-03-2021
4341,22782,Não Aprovado pelo Cliente,23-02-2021
4341,24289,Não Aprovado pelo Cliente,24-02-2021
4341,24746,Não Aprovado pelo Cliente,24-02-2021
4342,143,Desistiu,24-02-2021
4342,16550,Não Aprovado pelo Cliente,24-02-2021
4342,24719,Prospect,23-02-2021
4342,18193,Não Aprovado pelo Cliente,24-02-2021
4343,24229,Encaminhado ao Requisitante,24-02-2021
4343,19440,Encaminhado ao Requisitante,02-03-2021
4343,15178,Desistiu,24-02-2021
4343,21377,Não Aprovado pelo RH,02-03-2021
4344,25358,Não Aprovado pelo RH,16-03-2021
4344,25357,Não Aprovado pelo RH,16-03-2021
4344,24832,Não Aprovado pelo Cliente,25-02-2021
4344,12416,Não Aprovado pelo Cliente,01-03-2021
4344,6521,Prospect,15-03-2021
4345,24752,Encaminhado ao Requisitante,24-02-2021
4345,15606,Encaminhado ao Requisitante,26-02-2021
4345,17144,Contratado pela Decision,24-02-2021
4346,24793,Encaminhado ao Requisitante,24-02-2021
4346,24650,Prospect,24-02-2021
4346,24562,Prospect,24-02-2021
4346,24310,Prospect,24-02-2021
4346,24309,Prospect,24-02-2021
4348,7717,Contratado pela Decision,25-02-2021
4348,2025,Prospect,25-02-2021
4348,1982,Encaminhado ao Requisitante,25-02-2021
4348,99,Encaminhado ao Requisitante,25-02-2021
4349,24857,Prospect,26-02-2021
4349,24858,Prospect,26-02-2021
4349,24891,Não Aprovado pelo RH,26-02-2021
4349,24896,Prospect,26-02-2021
4349,25075,Prospect,04-03-2021
4349,25076,Não Aprovado pelo RH,04-03-2021
4349,25089,Não Aprovado pelo RH,05-03-2021
4349,25093,Prospect,05-03-2021
4350,26181,Inscrito,16-04-2021
4350,18729,Encaminhado ao Requisitante,13-04-2021
4351,25664,Prospect,26-03-2021
4351,25001,Prospect,24-05-2021
4351,23560,Prospect,24-05-2021
4351,23089,Prospect,24-05-2021
4351,20756,Em avaliação pelo RH,24-05-2021
4351,19335,Não Aprovado pelo RH,24-05-2021
4351,17521,Prospect,24-05-2021
4351,17961,Prospect,24-05-2021
4351,16799,Prospect,24-05-2021
4351,16626,Prospect,24-05-2021
4351,14327,Prospect,24-05-2021
4351,17935,Em avaliação pelo RH,24-05-2021
4352,25332,Inscrito,16-03-2021
4352,23076,Prospect,26-02-2021
4352,20149,Prospect,02-03-2021
4353,22275,Entrevista Técnica,01-03-2021
4353,20511,Prospect,01-03-2021
4353,21126,Encaminhado ao Requisitante,19-03-2021
4353,23076,Entrevista Técnica,01-03-2021
4353,23903,Entrevista Técnica,01-03-2021
4353,24415,Entrevista Técnica,24-02-2021
4353,24866,Prospect,26-02-2021
4353,23792,Encaminhado ao Requisitante,17-03-2021
4354,25911,Inscrito,04-04-2021
4354,25664,Prospect,26-03-2021
4355,24906,Encaminhado ao Requisitante,01-03-2021
4355,25121,Não Aprovado pelo RH,08-03-2021
4355,25094,Encaminhado ao Requisitante,05-03-2021
4355,25057,Não Aprovado pelo RH,04-03-2021
4355,25054,Não Aprovado pelo RH,04-03-2021
4355,2173,Não Aprovado pelo RH,04-03-2021
4357,16060,Encaminhado ao Requisitante,26-02-2021
4357,25040,Encaminhado ao Requisitante,03-03-2021
4357,25021,Encaminhado ao Requisitante,03-03-2021
4357,18534,Prospect,26-02-2021
4358,22872,Encaminhado ao Requisitante,26-02-2021
4358,19688,Encaminhado ao Requisitante,01-03-2021
4358,12377,Prospect,26-02-2021
4359,18534,Encaminhado ao Requisitante,01-03-2021
4360,23561,Não Aprovado pelo RH,01-03-2021
4360,24582,Não Aprovado pelo RH,25-02-2021
4360,23682,Prospect,01-03-2021
4361,25053,Prospect,04-03-2021
4361,24906,Encaminhado ao Requisitante,26-02-2021
4361,25060,Prospect,04-03-2021
4361,25094,Encaminhado ao Requisitante,05-03-2021
4362,23561,Encaminhado ao Requisitante,03-03-2021
4362,23559,Encaminhado ao Requisitante,03-03-2021
4363,2666,Contratado pela Decision,25-02-2021
4364,24940,Encaminhado ao Requisitante,01-03-2021
4364,6553,Não Aprovado pelo Cliente,01-03-2021
4365,24838,Encaminhado ao Requisitante,26-02-2021
4365,19746,Encaminhado ao Requisitante,25-02-2021
4366,25022,Não Aprovado pelo RH,03-03-2021
4366,25023,Prospect,03-03-2021
4366,25032,Prospect,03-03-2021
4366,25033,Prospect,03-03-2021
4366,25034,Prospect,03-03-2021
4366,25035,Prospect,03-03-2021
4366,25036,Prospect,03-03-2021
4368,24900,Prospect,26-02-2021
4368,24895,Encaminhado ao Requisitante,26-02-2021
4368,24885,Prospect,26-02-2021
4368,24840,Prospect,25-02-2021
4368,24839,Não Aprovado pelo Cliente,25-02-2021
4368,13785,Prospect,26-02-2021
4369,10279,Encaminhado ao Requisitante,03-03-2021
4369,24840,Prospect,25-02-2021
4369,24847,Prospect,26-02-2021
4369,24875,Prospect,26-02-2021
4369,24901,Prospect,26-02-2021
4369,24887,Prospect,26-02-2021
4369,24882,Prospect,26-02-2021
4369,24974,Prospect,02-03-2021
4369,25003,Encaminhado ao Requisitante,02-03-2021
4369,24898,Prospect,26-02-2021
4369,24903,Não Aprovado pelo Cliente,26-02-2021
4370,25102,Inscrito,06-03-2021
4370,25007,Prospect,03-03-2021
4370,24401,Encaminhado ao Requisitante,03-03-2021
4372,24856,Prospect,26-02-2021
4372,24855,Prospect,26-02-2021
4372,17968,Inscrito,03-03-2021
4373,388,Prospect,01-03-2021
4373,15247,Encaminhado ao Requisitante,01-03-2021
4373,19483,Não Aprovado pelo RH,02-03-2021
4373,25102,Inscrito,06-03-2021
4373,24928,Prospect,01-03-2021
4373,24970,Prospect,02-03-2021
4374,25931,Prospect,05-04-2021
4374,25929,Prospect,05-04-2021
4374,25882,Encaminhado ao Requisitante,06-04-2021
4374,25050,Desistiu,04-03-2021
4374,24949,Prospect,01-03-2021
4374,24947,Prospect,01-03-2021
4374,24941,Prospect,01-03-2021
4374,24944,Prospect,01-03-2021
4374,24945,Prospect,01-03-2021
4374,24942,Prospect,01-03-2021
4374,19574,Não Aprovado pelo Requisitante,06-04-2021
4374,19656,Prospect,29-04-2021
4374,19981,Prospect,05-04-2021
4374,21060,Desistiu,06-04-2021
4374,23085,Encaminhado ao Requisitante,05-03-2021
4374,23957,Prospect,29-04-2021
4374,17959,Encaminhado ao Requisitante,26-02-2021
4374,24853,Prospect,26-02-2021
4374,24854,Prospect,26-02-2021
4374,24859,Prospect,26-02-2021
4374,24860,Prospect,26-02-2021
4374,24861,Prospect,26-02-2021
4374,24921,Prospect,01-03-2021
4374,24302,Prospect,29-04-2021
4374,24943,Prospect,01-03-2021
4375,25332,Inscrito,16-03-2021
4375,22604,Encaminhado ao Requisitante,01-03-2021
4375,18466,Encaminhado ao Requisitante,01-03-2021
4375,17515,Prospect,01-03-2021
4376,22325,Contratado pela Decision,04-03-2021
4376,27040,Aprovado,02-06-2021
4376,25130,Contratado pela Decision,08-03-2021
4376,22445,Encaminhado ao Requisitante,26-02-2021
4377,23156,Contratado pela Decision,25-02-2021
4378,23956,Contratado pela Decision,25-02-2021
4379,23541,Contratado pela Decision,25-02-2021
4380,20540,Contratado pela Decision,25-02-2021
4381,4335,Contratado pela Decision,25-02-2021
4382,24409,Contratado pela Decision,25-02-2021
4384,19785,Contratado pela Decision,26-02-2021
4385,24222,Contratado pela Decision,26-02-2021
4386,24897,Aprovado,26-02-2021
4387,1834,Contratado pela Decision,26-02-2021
4388,24614,Contratado pela Decision,26-02-2021
4389,9089,Não Aprovado pelo RH,26-03-2021
4389,23238,Não Aprovado pelo RH,26-03-2021
4389,25044,Encaminhado ao Requisitante,03-03-2021
4389,25673,Prospect,26-03-2021
4389,25678,Prospect,26-03-2021
4389,25717,Não Aprovado pelo RH,29-03-2021
4389,25726,Prospect,29-03-2021
4389,25755,Prospect,29-03-2021
4389,25826,Prospect,30-03-2021
4389,25827,Prospect,30-03-2021
4389,25689,Não Aprovado pelo RH,29-03-2021
439,12095,Prospect,29-03-2019
4390,24916,Prospect,01-03-2021
4390,24621,Encaminhado ao Requisitante,01-03-2021
4390,24914,Prospect,01-03-2021
4390,24917,Prospect,01-03-2021
4390,24959,Encaminhado ao Requisitante,02-03-2021
4390,24919,Prospect,01-03-2021
4390,24950,Prospect,01-03-2021
4390,24958,Encaminhado ao Requisitante,02-03-2021
4390,24918,Encaminhado ao Requisitante,01-03-2021
4393,22728,Contratado pela Decision,03-03-2021
4395,24954,Inscrito,05-03-2021
4396,24990,Não Aprovado pelo RH,02-03-2021
4396,24976,Não Aprovado pelo RH,02-03-2021
4396,24913,Não Aprovado pelo RH,01-03-2021
4396,21853,Não Aprovado pelo RH,02-03-2021
4396,20892,Encaminhado ao Requisitante,01-03-2021
4396,20725,Não Aprovado pelo RH,03-03-2021
4396,20717,Encaminhado ao Requisitante,01-03-2021
4396,13024,Não Aprovado pelo RH,01-03-2021
4396,12205,Prospect,04-03-2021
4396,11914,Encaminhado ao Requisitante,01-03-2021
4396,4363,Não Aprovado pelo RH,01-03-2021
4396,24920,Encaminhado ao Requisitante,01-03-2021
4397,25067,Encaminhado ao Requisitante,04-03-2021
4398,24954,Encaminhado ao Requisitante,01-03-2021
4398,25466,Encaminhado ao Requisitante,26-03-2021
4398,25074,Encaminhado ao Requisitante,04-03-2021
4398,24976,Encaminhado ao Requisitante,05-03-2021
4399,24954,Inscrito,05-03-2021
4399,24206,Desistiu,02-03-2021
4399,24931,Prospect,01-03-2021
4399,24934,Prospect,01-03-2021
4399,24962,Prospect,02-03-2021
4399,24932,Prospect,01-03-2021
4399,24964,Prospect,02-03-2021
4399,24965,Prospect,02-03-2021
4399,24971,Prospect,02-03-2021
4399,24987,Prospect,02-03-2021
4399,25020,Encaminhado ao Requisitante,03-03-2021
4399,24963,Prospect,02-03-2021
4399,25027,Prospect,03-03-2021
44,3023,Desistiu,19-12-2018
44,12676,Encaminhado ao Requisitante,14-12-2018
44,12688,Inscrito,17-12-2018
4400,25106,Prospect,08-03-2021
4401,24979,Encaminhado ao Requisitante,02-03-2021
4401,25984,Inscrito,07-04-2021
4401,25332,Inscrito,16-03-2021
4401,25062,Prospect,04-03-2021
4401,24928,Encaminhado ao Requisitante,01-03-2021
4401,25026,Prospect,03-03-2021
4402,24954,Encaminhado ao Requisitante,05-03-2021
4402,14098,Encaminhado ao Requisitante,02-03-2021
4403,21186,Prospect,01-03-2021
4403,24946,Contratado como Hunting,01-03-2021
4403,25145,Encaminhado ao Requisitante,09-03-2021
4403,24996,Prospect,02-03-2021
4403,24960,Prospect,02-03-2021
4403,24007,Encaminhado ao Requisitante,02-03-2021
4403,24953,Encaminhado ao Requisitante,01-03-2021
4404,19453,Prospect,01-03-2021
4404,23297,Encaminhado ao Requisitante,02-03-2021
4404,24988,Encaminhado ao Requisitante,02-03-2021
4404,24997,Prospect,02-03-2021
4404,24998,Prospect,02-03-2021
4404,20083,Inscrito,01-03-2021
4405,25332,Inscrito,16-03-2021
4405,25028,Encaminhado ao Requisitante,03-03-2021
4406,22156,Encaminhado ao Requisitante,01-03-2021
4406,3179,Encaminhado ao Requisitante,01-03-2021
4406,3185,Encaminhado ao Requisitante,01-03-2021
4407,25120,Encaminhado ao Requisitante,08-03-2021
4407,24966,Prospect,02-03-2021
4407,24957,Encaminhado ao Requisitante,02-03-2021
4407,19848,Não Aprovado pelo RH,02-03-2021
4407,19671,Não Aprovado pelo RH,02-03-2021
4408,25011,Desistiu,03-03-2021
4408,24937,Prospect,01-03-2021
4408,18339,Prospect,02-03-2021
4408,17968,Inscrito,03-03-2021
4408,12335,Prospect,01-03-2021
4408,10961,Entrevista Técnica,02-03-2021
4408,10213,Prospect,02-03-2021
4408,6067,Não Aprovado pelo Cliente,02-03-2021
4408,25019,Encaminhado ao Requisitante,03-03-2021
4409,24925,Prospect,01-03-2021
4409,23149,Prospect,01-03-2021
4410,24969,Encaminhado ao Requisitante,02-03-2021
4410,25901,Inscrito,02-04-2021
4410,25331,Inscrito,16-03-2021
